!sil 1.0	sil
destinations 1.0	d eh s t ih n ey sh ih n z
destined 1.0	d eh s t ih n d
destiny 1.0	d eh s t ih n iy
destitute 1.0	d eh s t ih t uw t
destroy 1.0	d ih s t r oy
destroyed 1.0	d ih s t r oy d
destroying 1.0	d ih s t r oy ih ng
destroys 1.0	d ih s t r oy z
destruct 1.0	d ih s t r ah k t
destructing 1.0	d ih s t r ah k t ih ng
destruction 1.0	d ih s t r ah k sh ih n
destructive 1.0	d ih s t r ah k t ih v
detach 1.0	d ih t ae ch
detached 1.0	d ih t ae ch t
detail 1.0	d ih t ey l
detail- 1.0	d ih t ey l
detailed 1.0	d ih t ey l d
details 1.0	d ih t ey l z
detect 1.0	d ih t eh k t
detected 1.0	d ih t eh k t ih d
detecting 1.0	d ih t eh k t ih ng
detection 1.0	d ih t eh k sh ih n
detective 1.0	d ih t eh k t ih v
detectives 1.0	d ih t eh k t ih v z
detector 1.0	d ih t eh k t er
detector's 1.0	d ih t eh k t er z
detectors 1.0	d ih t eh k t er z
detention 1.0	d ih t eh n sh ih n
deter 1.0	d ih t er
detergent 1.0	d ih t er jh ih n t
deteriora- 1.0	d ih t iy r iy ax r ey
deteriorate 1.0	d ih t iy r iy ax r ey t
deteriorated 1.0	d ih t iy r iy ax r ey t ih d
deteriorates 1.0	d ih t iy r iy ax r ey t s
deteriorating 1.0	d ih t iy r iy ax r ey t ih ng
deterioration 1.0	d ih t iy r iy ax r ey sh ih n
determent 1.0	d ih t er m ah n t
determent 1.0	d ih t er m ih n t
determination 1.0	d ih t er m ih n ey sh ih n
determinations 1.0	d ih t er m ih n ey sh ih n z
determine 1.0	d ih t er m ih n
determined 1.0	d ih t er m ih n d
determines 1.0	d ih t er m ih n z
determining 1.0	d ih t er m ih n ih ng
deterr- 1.0	d ih t er r
deterred 1.0	d ih t er d
deterrence 1.0	d ih t er r ih n s
deterrent 1.0	d ih t er r ih n t
deterrents 1.0	d ih t er r ih n t s
deterring 1.0	d ih t er r ih ng
deterrment 1.0	d ih t er m ih n t
deters 1.0	d ih t er z
detest 1.0	d ih t eh s t
dethatch 1.0	d iy th ae ch
dethawed 1.0	d iy th ao d
detmer 1.0	d eh t m er
detract 1.0	d ih t r ae k t
detracts 1.0	d ih t r ae k t s
detriment 1.0	d eh t r ih m ih n t
detrimental 1.0	d eh t r ih m eh n t ax l
detroit 1.0	d ih t r oy t
detroit's 1.0	d ih t r oy t s
dev- 1.0	d ih v
devaluated 1.0	d iy v ae l y uw ey t ih d
devalued 1.0	d iy v ae l y uw d
devastate 1.0	d eh v ax s t ey t
devastated 1.0	d eh v ax s t ey t ih d
devastating 1.0	d eh v ax s t ey t ih ng
devastation 1.0	d eh v ax s t ey sh ih n
deve- 1.0	d ih v eh
develop 1.0	d ih v eh l ax p
developed 1.0	d ih v eh l ax p t
developer 1.0	d ih v eh l ax p er
developers 1.0	d ih v eh l ax p er z
developing 1.0	d ih v eh l ax p ih ng
development 1.0	d ih v eh l ax p m ih n t
developmental 1.0	d ih v eh l ax p m eh n t ax l
developmentally 1.0	d ih v eh l ax p m eh n t ax l iy
developments 1.0	d ih v eh l ax p m ih n t s
develops 1.0	d ih v eh l ax p s
deviant 1.0	d iy v iy ih n t
deviate 1.0	d iy v iy ey t
deviation 1.0	d iy v iy ey sh ih n
device 1.0	d ih v ay s
devices 1.0	d ih v ay s ih z
devil 1.0	d eh v ax l
devil's 1.0	d eh v ax l z
devise 1.0	d ih v ay z
devised 1.0	d ih v ay z d
devising 1.0	d ih v ay z ih ng
devon 1.0	d eh v ax n
devonrex 1.0	d eh v ax n r eh k s
devote 1.0	d ih v ow t
devoted 1.0	d ih v ow t ih d
devotes 1.0	d ih v ow t s
devoting 1.0	d ih v ow t ih ng
devotion 1.0	d ih v ow sh ih n
devour 1.0	d ih v aw er
devoured 1.0	d ih v aw er d
devout 1.0	d ih v aw t
devry 1.0	d eh v r ay
dew 1.0	d uw
dewey 1.0	d uw iy
dey 1.0	d ey
di 1.0	d ay
di- 1.0	d ay
di- 1.0	d er
di- 1.0	d ih
dia- 1.0	d ay ax
diabetes 1.0	d ay ax b iy t iy z
diabetic 1.0	d ay ax b eh t ih k
diagnose 1.0	d ay ax g n ow z
diagnosed 1.0	d ay ax g n ow z d
diagnosis 1.0	d ay ax g n ow s ih s
diagnostic 1.0	d ay ax g n aa s t ih k
diagnostics 1.0	d ay ax g n aa s t ih k s
diagonal 1.0	d ay ae g ax n ax l
diagram 1.0	d ay ax g r ae m
dial 1.0	d ay l
dialect 1.0	d ay ax l eh k t
dialects 1.0	d ay ax l eh k s
dialed 1.0	d ay l d
dialers 1.0	d ay l er z
dialing 1.0	d ay l ih ng
dialogue 1.0	d ay ax l ao g
dialogues 1.0	d ay ax l ao g z
dials 1.0	d ay l z
dialysis 1.0	d ay ae l ih s ih s
diamante 1.0	d iy ax m aa n t ey
diameter 1.0	d ay ae m ih t er
diametrically 1.0	d ay ax m eh t r ih k l iy
diamond 1.0	d ay m ax n d
diamonds 1.0	d ay m ax n d z
diana 1.0	d ay ae n ax
diane 1.0	d ay ae n
dianetics 1.0	d ay ax n eh t ih k s
diaper 1.0	d ay p er
diapering 1.0	d ay p ax r ih ng
diapers 1.0	d ay p er z
diarrhea 1.0	d ay ax r iy ax
diatomaceous 1.0	d ay ae t ax m ey sh ih s
diazanon 1.0	d ay ae z ih n ax n
diazinon 1.0	d ay ae z ih n ax n
dib 1.0	d ih b
dibbled 1.0	d ih b ax l d
dice 1.0	d ay s
diced 1.0	d ay s t
dichotomy 1.0	d ay k aa t ax m iy
dick 1.0	d ih k
dickens 1.0	d ih k ax n z
dickens' 1.0	d ih k ih n z
dickers- 1.0	d ih k er s
dickerson 1.0	d ih k er s ax n
dickey 1.0	d ih k iy
dickson 1.0	d ih k s ax n
dictate 1.0	d ih k t ey t
dictated 1.0	d ih k t ey t ih d
dictates 1.0	d ih k t ey t s
dictating 1.0	d ih k t ey t ih ng
dictator 1.0	d ih k t ey t er
dictatorship 1.0	d ih k t ey t er sh ih p
dictatorships 1.0	d ih k t ey t er sh ih p s
did 1.0	d ih d
did- 1.0	d ih d
diddly 1.0	d ih d l iy
didn'- 1.0	d ih d en
didn't 1.0	d ih d en t
didn- 1.0	d ih d en
die 1.0	d ay
die- 1.0	d ay
die-hards 1.0	d ay hh aa r d
died 1.0	d ay d
diego 1.0	d iy ey g ow
diem 1.0	d iy ax m
dies 1.0	d ay z
diesel 1.0	d iy s ax l
diesel's 1.0	d iy z ax l z
diesels 1.0	d iy s ax l z
diet 1.0	d ay ih t
dietary 1.0	d ay ih t ey r iy
dieters 1.0	d ay ih t er z
dieting 1.0	d ay ih t ih ng
diets 1.0	d ay ih t s
dif- 1.0	d ih f
diff- 1.0	d ih f
differ 1.0	d ih f er
differ- 1.0	d ih f
differ- 1.0	d ih f ax r
differed 1.0	d ih f er d
difference 1.0	d ih f ax r ih n s
differences 1.0	d ih f ax r ih n s ih z
different 1.0	d ih f ax r ih n t
differential 1.0	d ih f ax r eh n ch ax l
differentiate 1.0	d ih f ax r eh n sh iy ey t
differently 1.0	d ih f ax r ih n t l iy
differently 1.0	d ih f r ih n t l iy
differing 1.0	d ih f ax r ih ng
differs 1.0	d ih f er z
difficult 1.0	d ih f ih k ax l t
difficulties 1.0	d ih f ih k ah l t iy z
difficultly 1.0	d ih f ih k ax l t ey
difficulty 1.0	d ih f ih k ah l t iy
difficulty 1.0	d ih f ih k ax l t l iy
dig 1.0	d ih g
digest 1.0	d ay jh eh s t
digested 1.0	d ay jh eh s t ih d
digesting 1.0	d ay jh eh s t ih ng
digestive 1.0	d ay jh eh s t ih v
digging 1.0	d ih g ih ng
digit 1.0	d ih jh ih t
digital 1.0	d ih jh ih t ax l
digitize 1.0	d ih jh ih t ay z
digits 1.0	d ih jh ih t s
dignified 1.0	d ih g n ih f ay d
dignity 1.0	d ih g n ih t iy
digress 1.0	d ay g r eh s
digressing 1.0	d ay g r eh s ih ng
digs 1.0	d ih g z
dijon 1.0	d iy zh aa n
dike 1.0	d ay k
dilemma 1.0	d ih l eh m ax
diligent 1.0	d ih l ih jh ih n t
diligently 1.0	d ih l ih jh iy n t l iy
dill 1.0	d ih l
dillard's 1.0	d ih l er d z
dillon 1.0	d ih l ax n
dilly 1.0	d ih l iy
diluted 1.0	d ay l uw t ih d
dim 1.0	d ih m
dime 1.0	d ay m
dimension 1.0	d ih m eh n sh ih n
dimensional 1.0	d ih m eh n sh ih n ax l
dimensioned 1.0	d ih m eh n sh ih n d
dimensions 1.0	d ih m eh n sh ih n z
dimes 1.0	d ay m z
diminish 1.0	d ih m ih n ih sh
diminished 1.0	d ih m ih n ih sh t
diminishes 1.0	d ih m ih n ih sh ih z
diminishing 1.0	d ih m ih n ih sh ih ng
dimmers 1.0	d ih m er z
dimpled 1.0	d ih m p ax l d
dine 1.0	d ay n
diner 1.0	d ay n er
diner's 1.0	d ay n er z
diners 1.0	d ay n er z
ding 1.0	d ih ng
dinger's 1.0	d ih ng er z
dings 1.0	d ih ng z
dingy 1.0	d ih n jh iy
dining 1.0	d ay n ih ng
dinky 1.0	d ih ng k iy
dinn- 1.0	d ih n
dinner 1.0	d ih n er
dinner's 1.0	d ih n er z
dinners 1.0	d ih n er z
dinnertime 1.0	d ih n er t ay m
dinosaur 1.0	d ay n ih s ow r
dinosaurs 1.0	d ay n ih s ow r z
diocese 1.0	d ay ax s iy z
dioxide 1.0	d ay aa k s ay d
dioxides 1.0	d ay aa k s ay d z
dioxins 1.0	d ay aa k s ih n z
dip 1.0	d ih p
diploma 1.0	d ih p l ow m ax
diplomacy 1.0	d ih p l aa m ax s iy
dipped 1.0	d ih p t
dipper 1.0	d ih p er
dippers 1.0	d ih p er z
dipping 1.0	d ih p ih ng
dips 1.0	d ih p s
dipstick 1.0	d ih p s t ih k
dir- 1.0	d ih r
dire 1.0	d ay r
direct 1.0	d ih r eh k t
directed 1.0	d ih r eh k t ih d
directing 1.0	d ih r eh k t ih ng
direction 1.0	d ih r eh k sh ih n
directions 1.0	d ih r eh k sh ih n z
directive 1.0	d ih r eh k t ih v
directle 1.0	d ih r eh k t ax l
directly 1.0	d ih r eh k l iy
director 1.0	d ih r eh k t er
director's 1.0	d ih r eh k t er z
directors 1.0	d ih r eh k t er z
directory 1.0	d ih r eh k t ax r iy
directs 1.0	d ih r eh k t s
dirk 1.0	d er k
dirkson 1.0	d er k s ax n
dirt 1.0	d er t
dirtier 1.0	d er t iy er
dirtiest 1.0	d er t iy ih s t
dirty 1.0	d er t iy
dirtyson 1.0	d er t iy s ax n
dis 1.0	d iy ay eh s
dis- 1.0	d ih s
dis- 1.0	d ih z
disabilities 1.0	d ih s ax b ih l ih t iy z
disability 1.0	d ih s ax b ih l ih t iy
disable 1.0	d ih s ey b ax l
disabled 1.0	d ih s ey b ax l d
disables 1.0	d ih s ey b ax l z
disabused 1.0	d ih s ax b y uw z d
disadvantage 1.0	d ih s ax d v ae n t ih jh
disadvantaged 1.0	d ih s ax d v ae n t ih jh d
disadvantageous 1.0	d ih s ae d v ax n t ey jh ih s
disadvantages 1.0	d ih s ax d v ae n t ih jh ih z
disagree 1.0	d ih s ax g r iy
disagreeable 1.0	d ih s ax g r iy ax b ax l
disagreed 1.0	d ih s ax g r iy d
disagreeing 1.0	d ih s ax g r iy ih ng
disagreement 1.0	d ih s ax g r iy m ih n t
disagreements 1.0	d ih s ax g r iy m ih n t s
disagrees 1.0	d ih s ax g r iy z
disapp- 1.0	d ih s ax p
disappear 1.0	d ih s ax p iy r
disappeared 1.0	d ih s ax p iy r d
disappearing 1.0	d ih s ax p iy r ih ng
disappears 1.0	d ih s ax p iy r z
disappoint 1.0	d ih s ax p oy n t
disappointed 1.0	d ih s ax p oy n t ih d
disappointing 1.0	d ih s ax p oy n t ih ng
disappointment 1.0	d ih s ax p oy n t m ih n t
disappoints 1.0	d ih s ax p oy n t s
disarm 1.0	d ih s aa r m
disarmament 1.0	d ih s aa r m ax m ih n t
disarming 1.0	d ih s aa r m ih ng
disarray 1.0	d ih s ax r ey
disaster 1.0	d ih z ae s t er
disasters 1.0	d ih z ae s t er z
disastrous 1.0	d ih z ae s t r ax s
disbanded 1.0	d ih s b ae n d ih d
disbelief 1.0	d ih s b ih l iy f
disburse 1.0	d ih s b er s
disc 1.0	d ih s k
disc- 1.0	d ih s k
discard 1.0	d ih s k aa r d
discarded 1.0	d ih s k aa r d ih d
discern 1.0	d ih s er n
discernment 1.0	d ih s er n m ih n t
discharge 1.0	d ih s ch aa r jh
discharged 1.0	d ih s ch aa r jh d
disciples 1.0	d ih s ay p ax l z
disciplinarian 1.0	d ih s ih p l ih n eh r iy ih n
disciplinarians 1.0	d ih s ih p l ih n eh r iy ih n z
disciplinary 1.0	d ih s ih p l ih n eh r iy
discipline 1.0	d ih s ih p l ih n
disciplined 1.0	d ih s ih p l ih n d
disciplining 1.0	d ih s ih p l ih n ih ng
disclaimerage 1.0	d ih s k l ey m er ih jh
disclaimers 1.0	d ih s k l ey m er z
disclose 1.0	d ih s k l ow z
disclosed 1.0	d ih s k l ow z d
disco 1.0	d ih s k ow
discolor 1.0	d ih s k ah l er
discolors 1.0	d ih s k ah l er z
discomfort 1.0	d ih s k ah m f er t
disconcerting 1.0	d ih s k ax n s er t ih ng
disconnect 1.0	d ih s k ax n eh k t
disconnect- 1.0	d ih s k ax n eh k t
disconnected 1.0	d ih s k ax n eh k t ih d
disconnects 1.0	d ih s k ax n eh k s
discontinue 1.0	d ih s k ax n t ih n y uw
discontinued 1.0	d ih s k ax n t ih n y uw d
discontinuing 1.0	d ih s k ax n t ih n y uw ih ng
discount 1.0	d ih s k aw n t
discounted 1.0	d ih s k aw n t ih d
discounting 1.0	d ih s k aw n t ih ng
discounts 1.0	d ih s k aw n t s
discourage 1.0	d ih s k er r ih jh
discouraged 1.0	d ih s k er r ih jh d
discourages 1.0	d ih s k er r ih jh ih z
discouraging 1.0	d ih s k er r ih jh ih ng
discourse 1.0	d ih s k ow r s
discover 1.0	d ih s k ah v er
discover's 1.0	d ih s k ah v er z
discovered 1.0	d ih s k ah v er d
discoveries 1.0	d ih s k ah v ax r iy z
discovering 1.0	d ih s k ah v ax r ih ng
discovers 1.0	d ih s k ah v er z
discovery 1.0	d ih s k ah v ax r iy
discredit 1.0	d ih s k r eh d ih t
discreet 1.0	d ih s k r iy t
discrepancies 1.0	d ih s k r eh p ax n s iy z
discrete 1.0	d ih s k r iy t
discretion 1.0	d ih s k r eh sh ih n
discretionary 1.0	d ih s k r eh sh ih n eh r iy
discrimi- 1.0	d ih s k r ih m ih
discriminate 1.0	d ih s k r ih m ih n ey t
discriminated 1.0	d ih s k r ih m ih n ey t ih d
discriminating 1.0	d ih s k r ih m ih n ey t ih ng
discrimination 1.0	d ih s k r ih m ih n ey sh ih n
discriminatory 1.0	d ih s k r ih m ih n ih t ow r iy
discs 1.0	d ih s k s
discuss 1.0	d ih s k ah s
discussed 1.0	d ih s k ah s t
discusses 1.0	d ih s k ah s ih z
discussing 1.0	d ih s k ah s ih ng
discussion 1.0	d ih s k ah sh ih n
discussion's 1.0	d ih s k ah sh ih n z
discussionary 1.0	d ih s k ah sh ih n eh r iy
discussions 1.0	d ih s k ah sh ih n z
disea- 1.0	d ih z iy
disease 1.0	d ih z iy z
diseases 1.0	d ih z iy z ih z
disengaged 1.0	d ih s eh n g ey jh d
disevered 1.0	d ih s eh v er d
disfie- 1.0	d ih s f ay
disgrace 1.0	d ih s g r ey s
disgraceful 1.0	d ih s g r ey s f ax l
disgruntled 1.0	d ih s g r ah n t ax l d
disgruntling 1.0	d ih s g r ah n t ax l ih ng
disguise 1.0	d ih s g ay z
disguised 1.0	d ih s g ay z d
disgust 1.0	d ih s g ah s t
disgusted 1.0	d ih s g ah s t ih d
disgusting 1.0	d ih s g ah s t ih ng
disgusts 1.0	d ih s g ah s t s
dish 1.0	d ih sh
dish- 1.0	d ih sh
disheartened 1.0	d ih s hh aa r t en d
disheartening 1.0	d ih s hh aa r t ax n ih ng
dished 1.0	d ih sh t
dishes 1.0	d ih sh ih z
dishing 1.0	d ih sh ih ng
dishonest 1.0	d ih s aa n ih s t
dishonor 1.0	d ih s aa n er
dishwasher 1.0	d ih sh w ao sh er
dishwashers 1.0	d ih sh w ao sh er z
disillusion 1.0	d ih s ih l uw zh ih n
disillusioned 1.0	d ih s ih l uw zh ih n d
disinfectant 1.0	d ih s ih n f eh k t ih n t
disintegrate 1.0	d ih s ih n t ax g r ey t
disintegrated 1.0	d ih s ih n t ax g r ey t ih d
disintegrating 1.0	d ih s ih n t ax g r ey t ih ng
disintegration 1.0	d ih s ih n t ax g r ey sh ih n
disinterested 1.0	d ih s ih n t r ih s t ih d
disk 1.0	d ih s k
diskette 1.0	d ih s k eh t
diskettes 1.0	d ih s k eh t s
disks 1.0	d ih s k s
dislike 1.0	d ih s l ay k
dislikes 1.0	d ih s l ay k s
dismal 1.0	d ih z m ax l
dismantled 1.0	d ih s m ae n t ax l d
dismember 1.0	d ih s m eh m b er
dismemberment 1.0	d ih s m eh m b er m ih n t
dismiss 1.0	d ih s m ih s
dismissal 1.0	d ih s m ih s ax l
dismissed 1.0	d ih s m ih s t
dismissing 1.0	d ih s m ih s ih ng
disney 1.0	d ih z n iy
disney's 1.0	d ih z n iy z
disneyland 1.0	d ih z n iy l ae n d
disneyworld 1.0	d ih z n iy w er l d
diso 1.0	d ih z ow
disobey 1.0	d ih s ax b ey
disorder 1.0	d ih s ow r d er
disorderly 1.0	d ih s ow r d er l iy
disorders 1.0	d ih s ow r d er z
disorganized 1.0	d ih s ow r g ax n ay z d
disorient 1.0	d ih s ow r iy eh n t
disoriented 1.0	d ih s ow r iy eh n t ih d
disparity 1.0	d ih s p ae r ih t iy
dispel 1.0	d ih s p eh l
dispelled 1.0	d ih s p eh l d
dispensed 1.0	d ih s p eh n s t
disperse 1.0	d ih s p er s
displace 1.0	d ih s p l ey s
display 1.0	d ih s p l ey
displayed 1.0	d ih s p l ey d
displays 1.0	d ih s p l ey z
displeasure 1.0	d ih s p l eh zh er
disposable 1.0	d ih s p ow z ax b ax l
disposables 1.0	d ih s p ow z ax b ax l z
disposal 1.0	d ih s p ow z ax l
disposals 1.0	d ih s p ow z ax l z
dispose 1.0	d ih s p ow z
disposed 1.0	d ih s p ow z d
disposer 1.0	d ih s p ow z er
disposition 1.0	d ih s p ax z ih sh ih n
disposition's 1.0	d ih s p ax z ih sh ih n z
disproportionate 1.0	d ih s p r ax p ow r sh ih n ih t
dispute 1.0	d ih s p y uw t
disputed 1.0	d ih s p y uw t ih d
disputes 1.0	d ih s p y uw t s
disqualified 1.0	d ih s k w ao l ih f ay d
disqualify 1.0	d ih s k w ao l ih f ay
disregard 1.0	d ih s r ih g aa r d
disrepair 1.0	d ih s r ih p ey r
disrup- 1.0	d ih s r ah p
disrupt 1.0	d ih s r ah p t
disrupted 1.0	d ih s r ah p t ih d
disruption 1.0	d ih s r ah p sh ih n
disruptive 1.0	d ih s r ah p t ih v
disrupts 1.0	d ih s r ah p s
dissatisfied 1.0	d ih s ae t ih s f ay d
disseminated 1.0	d ih s eh m ih n ey t ih d
dissenting 1.0	d ih s eh n t ih ng
dissertation 1.0	d ih s er t ey sh ih n
disservice 1.0	d ih s s er v ih s
dissimilar 1.0	d ih s ih m ih l er
dissimilated 1.0	d ih s ih m ih l ey t ih d
dissipate 1.0	d ih s ih p ey t
dissipating 1.0	d ih s ih p ey t ih ng
dissolution 1.0	d ih s ax l uw sh ih n
dissolve 1.0	d ih z ao l v
dissolved 1.0	d ih z ao l v d
dissolving 1.0	d ih z ao l v ih ng
dist- 1.0	d ih s t
distance 1.0	d ih s t ih n s
distanced 1.0	d ih s t ih n s t
distances 1.0	d ih s t ih n s ih z
distant 1.0	d ih s t ih n t
distantly 1.0	d ih s t ih n t l iy
distaste 1.0	d ih s t ey s t
distilled 1.0	d ih s t ih l d
distiller 1.0	d ih s t ih l er
distinct 1.0	d ih s t ih ng k t
distinction 1.0	d ih s t ih ng k sh ih n
distinctions 1.0	d ih s t ih ng k sh ih n z
distinctive 1.0	d ih s t ih ng k t ih v
distinctly 1.0	d ih s t ih ng k t l iy
distinguishable 1.0	d ih s t ih ng g w ih sh ax b ax l
distinguished 1.0	d ih s t ih ng g w ih sh t
distinguishes 1.0	d ih s t ih ng g w ih sh ih z
distorted 1.0	d ih s t ow r t ih d
distorting 1.0	d ih s t ow r t ih ng
distract 1.0	d ih s t r ae k t
distracted 1.0	d ih s t r ae k t ih d
distracting 1.0	d ih s t r ae k t ih ng
distraction 1.0	d ih s t r ae k sh ih n
distractions 1.0	d ih s t r ae k sh ih n z
distress 1.0	d ih s t r eh s
distressed 1.0	d ih s t r eh s t
distresses 1.0	d ih s t r eh s ih z
distressing 1.0	d ih s t r eh s ih ng
distribute 1.0	d ih s t r ih b y uw t
distributed 1.0	d ih s t r ih b y uw t ih d
distributes 1.0	d ih s t r ih b y uw t s
distributing 1.0	d ih s t r ih b y uw t ih ng
distribution 1.0	d ih s t r ih b y uw sh ih n
distributive 1.0	d ih s t r ih b y ax t ih v
distributor 1.0	d ih s t r ih b y ax t er
distributors 1.0	d ih s t r ih b y ax t er z
distributorship 1.0	d ih s t r ih b y ax t er sh ih p
district 1.0	d ih s t r ih k t
district's 1.0	d ih s t r ih k t s
districts 1.0	d ih s t r ih k s
districts' 1.0	d ih s t r ih k s
distrupt 1.0	d ih s t r ah p t
distrust 1.0	d ih s t r ah s t
distrustful 1.0	d ih s t r ah s t f ax l
disturb 1.0	d ih s t er b
disturbances 1.0	d ih s t er b ax n s ih z
disturbed 1.0	d ih s t er b d
disturbing 1.0	d ih s t er b ih ng
disturbs 1.0	d ih s t er b z
disuse 1.0	d ih s y uw s
ditch 1.0	d ih ch
ditched 1.0	d ih ch t
ditches 1.0	d ih ch ih z
ditka 1.0	d ih t k ax
ditka's 1.0	d ih t k ax z
diuretic 1.0	d ay y uh r eh t ih k
divantages 1.0	d ih v ae n t ih jh ih z
dive 1.0	d ay v
diver 1.0	d ay v er
diver- 1.0	d ay v er
diverge 1.0	d ay v er jh
divers 1.0	d ay v er s
diverse 1.0	d ay v er s
diversified 1.0	d ih v er s ih f ay d
diversify 1.0	d ih v er s ih f ay
diversifying 1.0	d ih v er s ih f ay ih ng
diversion 1.0	d ih v er zh ih n
diversity 1.0	d ih v er s ih t iy
divert 1.0	d ay v er t
diverted 1.0	d ay v er t ih d
diverting 1.0	d ay v er t ih ng
dives 1.0	d ay v z
divestiture 1.0	d ih v eh s t ih ch er
divi- 1.0	d ih v ay
divide 1.0	d ih v ay d
divided 1.0	d ih v ay d ih d
dividend 1.0	d ih v ih d eh n d
dividends 1.0	d ih v ih d eh n d z
divider 1.0	d ih v ay d er
dividers 1.0	d ih v ay d er z
divides 1.0	d ih v ay d z
dividing 1.0	d ih v ay d ih ng
divine 1.0	d ih v ay n
diving 1.0	d ay v ih ng
division 1.0	d ih v ih zh ih n
divisions 1.0	d ih v ih zh ih n z
divisive 1.0	d ih v ay s ih v
divorce 1.0	d ih v ow r s
divorced 1.0	d ih v ow r s t
divorces 1.0	d ih v ow r s ih z
divulging 1.0	d ay v ah l jh ih ng
divvied 1.0	d ih v iy d
divvy 1.0	d ih v iy
dixie 1.0	d ih k s iy
dixon 1.0	d ih k s ax n
dizzy 1.0	d ih z iy
djed 1.0	d iy jh ey d
djing 1.0	d iy jh ey ih ng
djns 1.0	d iy jh ey eh n eh s
do 1.0	d uw
do- 1.0	d aa
do- 1.0	d ah
do- 1.0	d ao
do- 1.0	d ax
do- 1.0	d ow
do- 1.0	d uw ih ng
do-gooder 1.0	d uw g uh d er
do-it-yourselfer 1.0	d uw ih t y er s eh l f er
doable 1.0	d uw ax b ax l
doberman 1.0	d ow b er m ax n
dobson 1.0	d aa b s ax n
doc 1.0	d aa k
doc's 1.0	d aa k s
doc- 1.0	d aa k
docile 1.0	d aa s ax l
dock 1.0	d aa k
docked 1.0	d aa k t
docket 1.0	d aa k ih t
docks 1.0	d aa k s
doctor 1.0	d aa k t er
doctor's 1.0	d aa k t er z
doctoral 1.0	d aa k t ax r ax l
doctorate 1.0	d aa k t ax r ih t
doctorates 1.0	d aa k t ax r ih t s
doctors 1.0	d aa k t er z
doctors' 1.0	d aa k t er z
doctrine 1.0	d aa k t r ih n
document 1.0	d aa k y ax m ih n t
documentari- 1.0	d aa k y ax m ih n t eh r iy
documentarian 1.0	d aa k y ax m ih n t eh r iy ih n
documentaries 1.0	d aa k y ax m eh n t ax r iy z
documentary 1.0	d aa k y ax m eh n t ax r iy
documentation 1.0	d aa k y ax m ih n t ey sh ih n
documented 1.0	d aa k y ax m eh n t ih d
documenting 1.0	d aa k y ax m eh n t ih ng
documents 1.0	d aa k y ax m ih n t s
dodge 1.0	d aa jh
dodger 1.0	d aa jh er
dodgers 1.0	d aa jh er z
dodges 1.0	d aa jh ih z
dodging 1.0	d aa jh ih ng
dodson 1.0	d aa d s ax n
doe 1.0	d ah
doe 1.0	d ow
doe's 1.0	d ow z
doe- 1.0	d ah
doe- 1.0	d ah 
doen't 1.0	d ah en t
doer 1.0	d uw er
does 1.0	d ah z
does- 1.0	d ah z
doesn't 1.0	d ah z en t
doesn- 1.0	d ah z en
dog 1.0	d ao g
dog's 1.0	d ao g z
dogfish 1.0	d ao g f ih sh
doggie 1.0	d ao g iy
dogging 1.0	d ao g ih ng
doggone 1.0	d ao g ao n
doggy 1.0	d ao g iy
dogs 1.0	d ao g z
dogwoods 1.0	d ao g w uh d z
doing 1.0	d uw ih ng
dole 1.0	d ow l
doling 1.0	d ow l ih ng
doll 1.0	d ao l
doll- 1.0	d ao l
dollar 1.0	d ao l er
dollar- 1.0	d ao l er z
dollars 1.0	d ao l er z
dolled 1.0	d ao l d
dollmeyer 1.0	d ao l m ay er
dolls 1.0	d ao l z
dolly 1.0	d ao l iy
dolphene 1.0	d ao l f iy n
dolphin 1.0	d ao l f ih n
dolphins 1.0	d ao l f ih n z
dom 1.0	d aa m
dom- 1.0	d aa m
domain 1.0	d ow m ey n
dome 1.0	d ow m
domed 1.0	d ow m d
domestic 1.0	d ax m eh s t ih k
domestically 1.0	d ax m eh s t ih k l iy
domesticated 1.0	d ax m eh s t ih k ey t ih d
dominance 1.0	d aa m ih n ih n s
dominant 1.0	d aa m ih n ih n t
dominantly 1.0	d aa m ih n ih n t l iy
dominate 1.0	d aa m ih n ey t
dominated 1.0	d aa m ih n ey t ax d
dominates 1.0	d aa m ih n ey t s
dominating 1.0	d aa m ih n ey t ih ng
domination 1.0	d aa m ih n ey sh ih n
domineering 1.0	d aa m ih n iy r ih ng
dominican 1.0	d ax m ih n ih k ax n
dominion 1.0	d ax m ih n y ih n
dominique 1.0	d aa m ih n iy k
domino 1.0	d aa m ih n ow
domino's 1.0	d aa m ih n ow z
dominos 1.0	d ow m ih n ow z
don 1.0	d aa n
don' 1.0	d ow n
don'- 1.0	d ow n
don't 1.0	d ow n t
don'ts 1.0	d ow n t s
don- 1.0	d ow n
donahue 1.0	d aa n ax hh y uw
donald 1.0	d aa n ax l d
donaldson 1.0	d aa n ax l d s ax n
donate 1.0	d ow n ey t
donated 1.0	d ow n ey t ih d
donates 1.0	d ow n ey t s
donating 1.0	d ow n ey t ih ng
donation 1.0	d ow n ey sh ih n
donations 1.0	d ow n ey sh ih n z
done 1.0	d ah n
dongs 1.0	d aa ng z
donna 1.0	d aa n ax
dono 1.0	d ow n ow
donut 1.0	d ow n ax t
doogie 1.0	d uw g iy
doohan 1.0	d uw hh ae n
doohinkey 1.0	d uw hh ih ng k iy
doom 1.0	d uw m
doomed 1.0	d uw m d
dooming 1.0	d uw m ih ng
doonesbury 1.0	d uw n z b eh r iy
